id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
95919944,efd008bc-34c7-49f3-a47c-aec0b2522ac4,2014/02/10 4:22 PM -0300,2014-02-10,2014-02-10 19:22:00 UTC,Buenos Aires,1368063,goncrisdi,Gonzalo Diaz,2021-09-24 02:01:44 UTC,2021-09-24 16:52:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95919944,https://inaturalist-open-data.s3.amazonaws.com/photos/159295950/medium.jpeg,,"","",2,0,false,,"Colonia Carlos Pellegrini, Corrientes, Argentina",-28.5360526,-57.1734556,1228,,,,1228,,,false,,,Sabiá-congá,Saltator coerulescens,Saltador Gris,Aves,9850
95919945,806938f2-6ec4-4476-9cef-2be637c498d0,2014/02/08 5:29 PM -0300,2014-02-08,2014-02-08 20:29:00 UTC,Buenos Aires,1368063,goncrisdi,Gonzalo Diaz,2021-09-24 02:01:44 UTC,2021-09-24 16:50:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95919945,https://inaturalist-open-data.s3.amazonaws.com/photos/159296104/medium.jpeg,,"","",2,0,false,,"Colonia Carlos Pellegrini, Corrientes, Argentina",-28.5360526,-57.1734556,1228,,,,1228,,,false,,,Sabiá-congá,Saltator coerulescens,Saltador Gris,Aves,9850
95919946,0fd1ee90-2f76-45f5-88f3-17b2c73e115e,2014/01/05 5:22 PM -0300,2014-01-05,2014-01-05 20:22:00 UTC,Buenos Aires,1368063,goncrisdi,Gonzalo Diaz,2021-09-24 02:01:45 UTC,2021-09-24 16:50:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95919946,https://inaturalist-open-data.s3.amazonaws.com/photos/159296262/medium.jpeg,,"","",3,0,false,,"Ceibas, Entre Rios, Argentina",-33.5007183,-58.8045578,1498,,,,1498,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
95922007,b002153a-c274-4a3b-998e-3c7dd6d7c536,2014/02/10 10:04 AM -0300,2014-02-10,2014-02-10 13:04:00 UTC,Buenos Aires,1368063,goncrisdi,Gonzalo Diaz,2021-09-24 02:26:15 UTC,2021-09-24 16:46:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95922007,https://inaturalist-open-data.s3.amazonaws.com/photos/159300691/medium.jpeg,,"","",1,0,false,,"Colonia Carlos Pellegrini, Corrientes, Argentina",-28.5360526,-57.1734556,1228,,,,1228,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
97613042,4acaf11d-9df0-4104-a1fd-c7b08207838e,2021/01/10 9:10 AM -0300,2021-01-10,2021-01-10 12:10:00 UTC,Buenos Aires,142253,carancho,Leonel Roget,2021-10-09 03:33:28 UTC,2022-04-14 15:48:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/97613042,https://inaturalist-open-data.s3.amazonaws.com/photos/162366211/medium.jpeg,,"","",4,0,false,,"Victoria, Entre Ríos, Argentina",-32.86923,-60.6402833333,,,,,,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
100155108,895289c7-ab75-4835-bcbc-cee54195405a,2021/01/24 10:50 AM UTC,2021-01-24,2021-01-24 10:50:00 UTC,UTC,5176929,tomaguivall7,Tomás Aguirre Vallés,2021-11-03 15:46:05 UTC,2021-11-03 17:19:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100155108,https://inaturalist-open-data.s3.amazonaws.com/photos/167120554/medium.jpeg,,"","",1,0,false,,"Cerro Colorado, Córdoba, Argentina",-30.0955431,-63.9321904,639,,,,639,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
101960271,8392d66c-4917-4e1d-a022-676911a77739,2017/02/08 5:41 PM UTC,2017-02-08,2017-02-08 17:41:00 UTC,UTC,4235031,lechuzoologo,Ezequiel Racker,2021-11-26 20:39:33 UTC,2025-08-05 12:23:53 UTC,research,CC-BY,https://www.inaturalist.org/observations/101960271,https://inaturalist-open-data.s3.amazonaws.com/photos/170347946/medium.jpg,,"",,2,0,false,,"El Cazador, Belén de Escobar, Provincia de Buenos Aires, Argentina",-34.3244247,-58.7588654,1791,,,,1791,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
104440033,70964b8d-f7e9-4642-9b15-4959c0d6c808,2022/01/05 6:09 AM -0400,2022-01-05,2022-01-05 10:09:00 UTC,La Paz,769183,layme,Ruben D. Layme,2022-01-06 02:03:41 UTC,2022-01-06 02:11:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104440033,https://inaturalist-open-data.s3.amazonaws.com/photos/174999131/medium.jpg,,"",,1,0,false,,"Cercado, Bolivia",-14.8917460885,-64.8406415176,122,,,,122,,open,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
104495076,02efce19-5e26-4f0c-aa80-88d4705b4d98,2022/01/06 5:32 PM -0400,2022-01-06,2022-01-06 21:32:00 UTC,La Paz,769183,layme,Ruben D. Layme,2022-01-07 01:48:23 UTC,2022-01-07 14:43:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104495076,https://inaturalist-open-data.s3.amazonaws.com/photos/175102860/medium.jpg,,"",,1,0,false,,"Marbán, Bolivia",-14.9218445431,-64.5734527926,15,,,,15,,open,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
104727395,558566ab-8b68-4690-ac1e-ef7aceb7a269,2022/01/03 7:00 PM UTC,2022-01-03,2022-01-03 19:00:00 UTC,UTC,1058218,pablodemaio,Pablo Demaio,2022-01-10 22:03:17 UTC,2024-11-14 20:19:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104727395,https://inaturalist-open-data.s3.amazonaws.com/photos/175546708/medium.jpg,,"",,1,0,false,,"Santa Bárbara, Jujuy, Argentina",-24.0957383333,-64.3982533333,,,,,,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
104870802,5a3adce7-094d-441a-8df4-81f5abcc3a59,2022/01/13 1:57 PM -0300,2022-01-13,2022-01-13 16:57:00 UTC,Brasilia,4339011,drffederico,Fernando Federico,2022-01-13 17:05:57 UTC,2022-01-13 17:17:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104870802,https://inaturalist-open-data.s3.amazonaws.com/photos/175821701/medium.jpg,,"",,1,0,false,,"Pueblo Esther, Santa Fe, Argentina",-33.0656974827,-60.5679822476,61,,,,61,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
104918142,47bedc9e-d6ba-477b-aecd-f4d73122e884,2022/01/13 18:58 AM -0300,2022-01-13,2022-01-13 14:58:00 UTC,Brasilia,4339011,drffederico,Fernando Federico,2022-01-14 15:00:08 UTC,2022-01-14 15:01:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104918142,https://inaturalist-open-data.s3.amazonaws.com/photos/175914061/medium.jpeg,,"","",1,0,false,,"Pueblo Esther, Santa Fe, Argentina",-33.065961321,-60.5679822478,15,,,,15,,,false,,,Pepitero Gris,Saltator coerulescens,Saltador Gris,Aves,9850
104929015,afb4c20e-43b0-4797-82f2-79e0797de4da,2022/01/14 4:12 PM -0300,2022-01-14,2022-01-14 19:12:00 UTC,Brasilia,4339011,drffederico,Fernando Federico,2022-01-14 19:28:49 UTC,2022-01-15 12:14:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104929015,https://inaturalist-open-data.s3.amazonaws.com/photos/175935057/medium.jpg,,"",,1,0,false,,"Pueblo Esther, Santa Fe, Argentina",-33.0656110323,-60.5679155053,4,,,,4,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
105683041,19327f50-ddf6-4d4a-aff1-3d05332d48cf,2022/01/27 10:25 AM CST,2022-01-27,2022-01-27 16:25:00 UTC,Central Time (US & Canada),723035,juanitoescamilla,Juanito Escamilla,2022-01-27 21:51:41 UTC,2023-03-18 20:05:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/105683041,https://inaturalist-open-data.s3.amazonaws.com/photos/177372289/medium.jpeg,,"",,1,0,false,,"Paso de la Patria, Corrientes, Argentina",-27.3235053991,-58.6026796738,8,,,,8,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
105688926,9c162d8e-2ed5-47fb-aba8-ddba71443378,2022-01-26 06:21:55,2022-01-26,2022-01-26 10:21:55 UTC,La Paz,1471399,cesarpizarrorios,Cesar Augusto Pizarro Rios,2022-01-28 00:13:43 UTC,2022-01-28 10:32:57 UTC,research,,https://www.inaturalist.org/observations/105688926,https://static.inaturalist.org/photos/177385655/medium.jpeg,,"",,2,0,false,2,"Villa Montes, Bolivia",-21.2661227281,-63.4728311375,60,,,,60,,open,false,gps,gps,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
105769015,65a275ae-a019-42b6-9370-138f0e7fa470,2022/01/16 12:14 PM UTC,2022-01-16,2022-01-16 12:14:00 UTC,UTC,1178188,francof,Franco N. Fabre,2022-01-29 13:40:01 UTC,2024-06-25 13:50:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105769015,https://inaturalist-open-data.s3.amazonaws.com/photos/177541632/medium.jpeg,,"","",1,0,false,,"La Capital, Santa Fe, Argentina",-31.6367819484,-60.674376829,8,,,,8,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
105878675,1e67a1bb-338c-4be0-83bb-abce7347e46b,2022-01-30 19:24:49,2022-01-30,2022-01-30 22:24:49 UTC,Santiago,1521396,pmantinian1951,Patricio A. Mantinian,2022-01-31 01:34:15 UTC,2022-01-31 16:29:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105878675,https://inaturalist-open-data.s3.amazonaws.com/photos/177752053/medium.jpeg,,"",Juvenil ,1,0,false,2,"Candelaria, Misiones, Argentina",-27.3850614547,-55.5927665904,11,,,,11,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
105942163,8a5d97a7-0b31-4645-ba5c-bbb7b24e6bdf,2022/01/29 10:54 PM -0300,2022-01-29,2022-01-30 01:54:00 UTC,Buenos Aires,1509502,diego_t,Diego Trillo,2022-02-01 02:17:23 UTC,2024-08-04 12:11:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105942163,,https://static.inaturalist.org/sounds/352373.mp3?1643681796,"",,1,0,false,,"Dock Sud, Provincia de Buenos Aires, Argentina",-34.6633388552,-58.3145581978,631,,,,631,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
106041820,1a778d1d-3781-44f2-b192-215cb0d7d74c,2022/02/01 4:51 PM -0300,2022-02-01,2022-02-01 19:51:00 UTC,Brasilia,3828956,alan_vm,Alan Martin,2022-02-02 22:46:54 UTC,2022-02-02 23:02:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106041820,https://inaturalist-open-data.s3.amazonaws.com/photos/178058410/medium.jpeg,,"","",1,0,false,,"San Isidro, AR-BA, AR",-34.4814237587,-58.4749098972,977,,,,977,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
106222743,3606dab3-9b5f-4dac-a2bc-e32a31542e86,2022-02-02 07:41:45,2022-02-02,2022-02-02 11:41:45 UTC,La Paz,1471399,cesarpizarrorios,Cesar Augusto Pizarro Rios,2022-02-06 05:10:59 UTC,2022-02-09 22:22:58 UTC,research,,https://www.inaturalist.org/observations/106222743,https://static.inaturalist.org/photos/178406657/medium.jpeg,,"",,2,0,false,2,"Villa Montes, Bolivia",-21.2661911537,-63.4729826823,64,,,,64,,open,false,gps,gps,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
106325704,644d9c05-02df-4051-ab0c-5abb9509a878,2022-01-30 16:02:23,2022-01-30,2022-01-30 19:02:23 UTC,Brasilia,1879968,franciele_xingu,Franciele,2022-02-07 17:49:35 UTC,2026-02-08 13:03:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106325704,https://inaturalist-open-data.s3.amazonaws.com/photos/178591550/medium.jpeg,,"",,2,0,false,2,"Av José Lindoso 07 - Parque Dez de Novembro, Manaus - AM, 69007, Brasil",-3.0645531252,-59.989554584,212,,,,212,,open,false,gps,gps,trinca-ferro-gongá,Saltator coerulescens,Saltador Gris,Aves,9850
106341094,8a090b39-3706-472d-acab-67caa770a4b6,2022/02/06 5:19 PM -0300,2022-02-06,2022-02-06 20:19:00 UTC,Brasilia,3886057,tresg,"",2022-02-07 22:30:24 UTC,2024-10-18 22:36:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106341094,https://inaturalist-open-data.s3.amazonaws.com/photos/178621002/medium.jpeg,,"",,1,0,false,,"San Javier, Santa Fe, Argentina",-29.8066212952,-59.7920002606,488,,,,488,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
106617120,5ba7a942-45d5-4fc0-af79-29783d5aaf29,2022/01/15 8:31 AM CET,2022-01-15,2022-01-15 07:31:00 UTC,Paris,1469479,jorgejuanrueda,Jorge Juan Rueda,2022-02-12 17:18:04 UTC,2022-02-12 17:49:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/106617120,https://static.inaturalist.org/photos/179139481/medium.jpeg,,"",,1,0,false,,"San Martín, Corrientes, Argentina",-28.5381409107,-57.1865634507,4,,,,4,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
106884743,3a722c26-9d22-491b-99b6-ad3602aff851,2022/02/13 6:15 AM CST,2022-02-13,2022-02-13 12:15:00 UTC,Central Time (US & Canada),723035,juanitoescamilla,Juanito Escamilla,2022-02-16 23:09:02 UTC,2023-03-18 20:05:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/106884743,https://inaturalist-open-data.s3.amazonaws.com/photos/179649087/medium.jpeg,,"",,1,0,false,,"Villa Guillermina, Santa Fe Province, Argentina",-28.2491499253,-59.4481316935,8,,,,8,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
107046565,0904eaf2-5ae2-453b-8a10-c9749ab23518,2022/01/16 3:23 PM CET,2022-01-16,2022-01-16 14:23:00 UTC,Paris,1469479,jorgejuanrueda,Jorge Juan Rueda,2022-02-19 17:20:02 UTC,2022-02-20 20:06:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107046565,https://static.inaturalist.org/photos/179959609/medium.jpeg,,"","",2,0,false,,"San Martín, Corrientes, Argentina",-28.5436596192,-57.0962533874,15,,,,15,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
107178902,80b65642-4086-446e-a00e-af31a214ee13,Mon Feb 21 2022 07:14:41 GMT-0400 (GMT-4),2022-02-21,2022-02-21 11:14:41 UTC,Atlantic Time (Canada),2081289,simon_graesboell,"",2022-02-21 13:03:01 UTC,2022-02-24 20:12:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107178902,https://inaturalist-open-data.s3.amazonaws.com/photos/180213377/medium.jpg,,"","",1,0,false,3,"Departamento de Santa Cruz, BO",-17.77643833,-63.09883617,5,,,,5,,open,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
107368612,c343b87a-e9c6-4906-a716-c5cb6c3af023,2022/02/13 12:41 PM -0300,2022-02-13,2022-02-13 15:41:00 UTC,Buenos Aires,1205836,elbeltrocco,Eduardo Luis Beltrocco,2022-02-24 12:37:56 UTC,2024-11-09 15:47:03 UTC,research,CC-BY,https://www.inaturalist.org/observations/107368612,https://inaturalist-open-data.s3.amazonaws.com/photos/180565581/medium.jpeg,,"","",1,0,false,,"Arroyo Leyes, Santa Fe, Argentina",-31.5789388164,-60.5483740258,,,,,,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
107447619,b9350e47-7f5f-4355-9f6d-ed292d29e3dd,2022-02-24,2022-02-24,,Buenos Aires,4269822,victoriamalamfant,,2022-02-26 00:56:31 UTC,2022-04-07 20:45:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107447619,https://inaturalist-open-data.s3.amazonaws.com/photos/180721691/medium.jpeg,,"",,2,0,false,2,Unquillo,-31.2341202212,-64.3167114258,7117,,,,7117,,,false,gps,gps,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
107504526,bb2fd9b0-21df-4e06-abd5-29a2411c6d10,2022/02/19 9:57 AM -0300,2022-02-19,2022-02-19 12:57:00 UTC,Brasilia,2466511,cecirey,María Cecilia Rey,2022-02-26 21:02:20 UTC,2024-11-10 14:59:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107504526,https://inaturalist-open-data.s3.amazonaws.com/photos/180822787/medium.jpg,,"",,2,0,false,,"Islas del Ibicuy, Entre Ríos, Argentina",-33.6286025067,-58.758172702,977,,,,977,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
107601572,9e93c443-b2de-42f9-bbf1-9309fbf62c70,2015-01-23,2015-01-23,,UTC,3923987,marcela212,Marcela Cartabia,2022-02-28 00:51:39 UTC,2022-02-28 01:50:43 UTC,research,,https://www.inaturalist.org/observations/107601572,https://static.inaturalist.org/photos/181005560/medium.jpeg,,"",,1,0,false,2,"Pilcomayo, Formosa, Argentina",-25.0721631064,-58.1409861892,3871,,,,3871,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
107637076,21e62b1f-7cfe-46a2-86be-bd689608f5e5,2022/02/19 5:49 PM -0300,2022-02-19,2022-02-19 20:49:00 UTC,Brasilia,2821748,oscar_galli_merino,"",2022-02-28 15:03:01 UTC,2025-05-16 19:34:31 UTC,research,CC-BY,https://www.inaturalist.org/observations/107637076,https://inaturalist-open-data.s3.amazonaws.com/photos/181073228/medium.jpeg,,"",,3,0,false,,"Santa Ana, Corrientes, Argentina",-27.4568668,-58.6557336,1939,,,,1939,,,false,,,Pepitero gris,Saltator coerulescens,Saltador Gris,Aves,9850
107734957,becbd448-ac9e-4935-9826-8b5ebff48e04,2022/02/26 3:27 PM -0300,2022-02-26,2022-02-26 18:27:00 UTC,Buenos Aires,746952,frangtaboas,Francisco González Táboas,2022-03-02 01:01:03 UTC,2022-03-03 23:02:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107734957,https://inaturalist-open-data.s3.amazonaws.com/photos/181251491/medium.jpeg,,"","",1,0,false,,"Gral Obligado, Santa Fe, Argentina",-28.5055555072,-59.188377901,6994,,,,6994,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
107787597,2f1ac6a5-4176-44a8-a7c2-1232ffffd7bb,2022/02/26 11:06 AM -0300,2022-02-26,2022-02-26 14:06:00 UTC,Buenos Aires,1255162,romigaleota,Romi Galeota Lencina,2022-03-02 22:12:15 UTC,2022-03-04 00:16:27 UTC,research,CC-BY,https://www.inaturalist.org/observations/107787597,https://inaturalist-open-data.s3.amazonaws.com/photos/181354299/medium.jpeg,,"",,2,0,false,,"San Javier, Santa Fe, Argentina",-30.5878115384,-59.9046053774,3100,,,,3100,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
110230498,86cb409c-9c02-4ee8-bd13-2d1d94295bc9,2017/02/19 3:20 PM -0300,2017-02-19,2017-02-19 18:20:00 UTC,Buenos Aires,3411038,joseluisblazquez,,2022-04-02 23:27:06 UTC,2022-04-04 13:35:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110230498,https://inaturalist-open-data.s3.amazonaws.com/photos/185914212/medium.jpeg,,"",,3,0,false,,"La Lucila, Provincia de Buenos Aires, Argentina",-34.4916136218,-58.4789800644,31,,,,31,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
110230510,393ab8ff-924f-4882-a6a7-350d9b4f3640,2017/02/19 5:22 PM -0300,2017-02-19,2017-02-19 20:22:00 UTC,Buenos Aires,3411038,joseluisblazquez,,2022-04-02 23:27:09 UTC,2022-04-03 01:09:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110230510,https://inaturalist-open-data.s3.amazonaws.com/photos/185914314/medium.jpeg,,"",,1,0,false,,"La Lucila, Provincia de Buenos Aires, Argentina",-34.4916136218,-58.4789800644,31,,,,31,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
117219760,6c46a028-c38a-448b-8399-055c6d574f6b,2016/01/01 8:31 AM,2016-01-01,2016-01-01 11:31:00 UTC,America/Campo_Grande,927103,ademircarosia,Ademir Carosia,2022-05-15 22:14:21 UTC,2022-05-17 19:39:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117219760,https://inaturalist-open-data.s3.amazonaws.com/photos/197938386/medium.jpeg,,"","",1,0,false,,"Brejinho, Miranda - MS, 79380-000, Brasil",-20.2328580556,-56.3819030556,,,,,,,open,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
119527426,15eb0710-1b84-4a23-a18c-2ebeb0dcb6d5,2019/01/31 9:33 AM,2019-01-31,2019-01-31 12:33:00 UTC,America/Argentina/Cordoba,2508649,julianformosa,,2022-05-31 01:48:20 UTC,2022-05-31 10:51:07 UTC,research,,https://www.inaturalist.org/observations/119527426,https://static.inaturalist.org/photos/202060890/medium.jpeg,,"","",1,0,false,,"Laguna Oca, Formosa, Argentina",-26.24,-58.1997222,1946,,,,1946,,,false,,,Saltador Gris,Saltator coerulescens,Saltador Gris,Aves,9850
130887403,eeb0d820-fc98-46ca-af70-02331c1c3707,2019/01/27 11:27,2019-01-27,2019-01-27 14:27:00 UTC,Buenos Aires,2786142,taguato_guassu,Horacio Alberto Garcia,2022-08-15 02:57:22 UTC,2023-04-11 23:34:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130887403,https://inaturalist-open-data.s3.amazonaws.com/photos/222657612/medium.jpeg,,"","",1,0,false,,Reserva Ecológica Vicente López,-34.4916283,-58.4789646,264,,,,264,,,false,,,Sabiá-Congá,Saltator coerulescens,Saltador Gris,Aves,9850
133394539,cf8701dd-9634-425e-9123-43e6c83207df,2012/01/27 10:44 AM,2012-01-27,2012-01-27 13:44:00 UTC,America/Argentina/Cordoba,1514402,hhulsberg,Hugo Hulsberg,2022-09-02 22:28:42 UTC,2022-09-02 22:30:12 UTC,research,CC-BY,https://www.inaturalist.org/observations/133394539,https://inaturalist-open-data.s3.amazonaws.com/photos/227208856/medium.jpg,,"","",1,0,false,,"Mercedes, Corrientes, Argentina",-28.548556371,-57.2004167415,977,,,,977,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
133394777,8c2f5589-b60e-4d3e-a82a-e18a0ba384ea,2013/02/12 9:10 AM,2013-02-12,2013-02-12 12:10:00 UTC,America/Argentina/Cordoba,1514402,hhulsberg,Hugo Hulsberg,2022-09-02 22:31:26 UTC,2022-09-02 22:38:17 UTC,research,CC-BY,https://www.inaturalist.org/observations/133394777,https://inaturalist-open-data.s3.amazonaws.com/photos/227209310/medium.jpg,,"","",1,0,false,,"Santo Tomé, Corrientes, Argentina",-28.4023888034,-55.9829975864,1953,,,,1953,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
133458521,1f0eb44c-efec-47c0-bc66-a69d524a5942,2021/02/03 6:02 PM,2021-02-03,2021-02-03 21:02:00 UTC,America/Argentina/Tucuman,1514402,hhulsberg,Hugo Hulsberg,2022-09-03 13:32:58 UTC,2022-09-03 18:10:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/133458521,https://inaturalist-open-data.s3.amazonaws.com/photos/227328554/medium.jpg,,"",,1,0,false,,"Trancas, Tucumán, Argentina",-26.3033533788,-65.6131305857,61,,,,61,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
135590327,98e11892-b660-4feb-bf3a-34a37c3bc907,2021/02/09 9:09 AM,2021-02-09,2021-02-09 12:09:00 UTC,America/Asuncion,44736,emiliobuongermini,Emilio Buongermini,2022-09-18 22:40:47 UTC,2022-09-18 22:40:47 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/135590327,https://inaturalist-open-data.s3.amazonaws.com/photos/231265967/medium.jpeg,,"",,0,0,false,,"San Ramon, Paraguay",-24.3004903389,-56.3753568777,15,,,,15,,open,false,,,Saltator coerulescens,Saltator coerulescens,Saltador Gris,Aves,9850
138022209,39b2568c-e474-43a1-adaf-a00d73372f4f,2020/02/19 5:52 PM,2020-02-19,2020-02-19 20:52:00 UTC,America/Argentina/Cordoba,1205836,elbeltrocco,Eduardo Luis Beltrocco,2022-10-08 19:49:50 UTC,2024-11-09 15:47:03 UTC,research,CC-BY,https://www.inaturalist.org/observations/138022209,https://inaturalist-open-data.s3.amazonaws.com/photos/235824595/medium.jpeg,,"","",1,0,false,,"La Capital, Santa Fe, Argentina",-31.7164654992,-60.7798901159,41,,,,41,,,false,,,Grayish Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
145638673,61340e2c-bbb6-4c3f-9d82-5afa55cb3859,2018/02/09 11:13 AM,2018-02-09,2018-02-09 16:13:00 UTC,America/Guayaquil,20198,joshualincoln,Joshua Lincoln,2023-01-02 04:09:03 UTC,2023-01-02 20:45:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/145638673,https://static.inaturalist.org/photos/250200373/medium.jpg,,"",,1,0,false,,"Hatun Sumaku, Ecuador",-0.679295,-77.615867,62,,,,62,,open,false,,,Bluish-gray Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
146772344,66af492c-a1d4-468e-aa08-c3b8135420e8,2023-01-16 06:59:14-04:00,2023-01-16,2023-01-16 10:59:14 UTC,America/Cuiaba,5300719,gustavodallaqua,Gustavo Dallaqua,2023-01-17 18:14:51 UTC,2023-01-17 20:46:35 UTC,research,,https://www.inaturalist.org/observations/146772344,https://static.inaturalist.org/photos/252417665/medium.jpg,,"","",1,0,false,3,"Parque Estadual Mãe Bonifácia, Cuiabá, MT, BR",-15.5783608056,-56.1027480419,52,,,,52,,open,false,,,Sabiá-congá,Saltator coerulescens,Saltador Gris,Aves,9850
146905825,89ca5363-e634-4a11-b266-8695f68da869,2023/01/13 5:39 AM,2023-01-13,2023-01-13 10:39:00 UTC,Quito,5249903,microraptor-w,wang cai,2023-01-19 19:10:38 UTC,2023-01-20 22:28:16 UTC,research,CC-BY,https://www.inaturalist.org/observations/146905825,https://inaturalist-open-data.s3.amazonaws.com/photos/252679443/medium.jpeg,,"",,2,0,false,,"Manú 17800, Peru",-12.2611305556,-70.9086333333,,,,,,,open,false,,,Bluish-gray Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
146923377,1965d596-a0e4-401c-8a0e-6a9e09576977,2023/01/15 10:20 AM,2023-01-15,2023-01-15 15:20:00 UTC,Quito,5249903,microraptor-w,wang cai,2023-01-20 00:04:54 UTC,2023-01-20 22:19:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/146923377,https://inaturalist-open-data.s3.amazonaws.com/photos/252713827/medium.jpeg,,"",,2,0,false,,"Paucartambo Province, Peru",-12.9116611111,-71.4169027778,,,,,,,open,false,,,Bluish-gray Saltator,Saltator coerulescens,Saltador Gris,Aves,9850
